interaction_id,merchant_id,date,category,issue,channel,resolution_status,resolution_time_days
INT665317,BPM104268,2025-03-23,Financial,Transaction Dispute,Email,Pending,9.0
INT934217,BPM104269,2025-02-28,Financial,Transaction Dispute,Field Agent,Pending,10.0
INT524820,BPM104269,2025-03-22,Product,Device Replacement,In-App,Resolved,0.0
INT596214,BPM104269,2025-02-18,Account,Account Update,Email,Resolved,3.0
INT893153,BPM104270,2025-04-23,Account,KYC Verification,WhatsApp,Resolved,3.0
INT397939,BPM104271,2025-03-10,Financial,Transaction Dispute,Field Agent,Escalated,19.0
INT983207,BPM104272,2025-03-17,Account,KYC Verification,In-App,Resolved,5.0
INT796530,BPM104272,2025-02-25,Account,Bank Account Change,Phone,Pending,7.0
INT854229,BPM104272,2025-03-20,Account,Bank Account Change,Phone,Pending,4.0
INT900758,BPM104273,2025-02-22,Technical,Soundbox Issues,In-App,Escalated,14.0
INT773049,BPM104273,2025-04-14,Technical,App Crash,WhatsApp,Resolved,1.0
INT923092,BPM104274,2025-04-23,Product,New Product Inquiry,Phone,Pending,12.0
INT669774,BPM104274,2025-02-23,Technical,App Crash,In-App,Resolved,2.0
INT595082,BPM104275,2025-04-21,Product,Pricing Query,Email,Resolved,3.0
INT172713,BPM104276,2025-03-28,Product,New Product Inquiry,Phone,Pending,5.0
INT455322,BPM104276,2025-03-24,Product,New Product Inquiry,Field Agent,Escalated,8.0
INT601022,BPM104277,2025-05-19,Account,Account Update,Field Agent,Escalated,14.0
INT726249,BPM104277,2025-04-14,Account,KYC Verification,Field Agent,Escalated,20.0
INT841765,BPM104277,2025-02-25,Technical,Payment Failed,Field Agent,Resolved,2.0
INT605848,BPM104278,2025-04-10,Technical,Login Issues,Phone,Resolved,2.0
INT745936,BPM104278,2025-05-11,Account,KYC Verification,WhatsApp,Resolved,1.0
INT480943,BPM104278,2025-05-16,Financial,Settlement Delay,WhatsApp,Resolved,3.0
INT210119,BPM104279,2025-03-25,Financial,Refund Request,Phone,Escalated,7.0
INT177741,BPM104279,2025-02-28,Account,Password Reset,Field Agent,Pending,6.0
INT475712,BPM104280,2025-03-15,Product,New Product Inquiry,In-App,Pending,10.0
INT698242,BPM104280,2025-05-11,Technical,Login Issues,Email,Resolved,1.0
INT868842,BPM104281,2025-04-12,Account,Password Reset,In-App,Pending,10.0
INT988647,BPM104282,2025-05-14,Product,Device Replacement,In-App,Resolved,4.0
INT610935,BPM104282,2025-03-12,Product,Pricing Query,WhatsApp,Resolved,3.0
INT617343,BPM104283,2025-02-23,Financial,Settlement Delay,Email,Resolved,0.0
INT855675,BPM104283,2025-05-08,Account,KYC Verification,Phone,Resolved,1.0
INT892485,BPM104283,2025-05-14,Account,Bank Account Change,WhatsApp,Escalated,14.0
INT125951,BPM104284,2025-04-01,Product,Feature Request,Phone,Resolved,3.0
INT336938,BPM104284,2025-04-28,Account,Password Reset,Field Agent,Escalated,20.0
INT919728,BPM104286,2025-03-14,Product,Device Replacement,Phone,Pending,13.0
INT875907,BPM104286,2025-03-06,Product,Device Replacement,Phone,Resolved,4.0
INT415548,BPM104286,2025-04-21,Product,New Product Inquiry,In-App,Resolved,2.0
INT272180,BPM104287,2025-03-21,Account,KYC Verification,Phone,Resolved,1.0
INT822938,BPM104290,2025-01-17,Technical,Login Issues,WhatsApp,Resolved,3.0
INT812361,BPM104290,2024-12-27,Technical,QR Code Not Working,Field Agent,Resolved,3.0
INT392654,BPM104290,2025-01-19,Product,Feature Request,Field Agent,Customer Dropout,
INT807346,BPM104290,2024-12-27,Technical,App Crash,Phone,Resolved,5.0
INT603944,BPM104291,2025-04-19,Financial,Loan Inquiry,In-App,Resolved,4.0
INT510578,BPM104291,2025-04-30,Account,Account Update,Email,Resolved,3.0
INT818039,BPM104292,2025-03-25,Financial,Loan Inquiry,In-App,Resolved,3.0
INT450525,BPM104293,2025-03-15,Technical,Soundbox Issues,Email,Resolved,5.0
INT998618,BPM104293,2025-04-05,Account,KYC Verification,Field Agent,Resolved,1.0
INT289648,BPM104293,2025-02-28,Technical,QR Code Not Working,Email,Resolved,5.0
INT755166,BPM104294,2025-03-09,Account,Password Reset,Field Agent,Resolved,0.0
INT265659,BPM104294,2025-03-24,Account,Password Reset,Field Agent,Resolved,4.0
INT652527,BPM104296,2025-03-11,Product,Feature Request,In-App,Escalated,20.0
INT703437,BPM104296,2025-04-17,Technical,QR Code Not Working,Email,Resolved,2.0
INT602570,BPM104296,2025-03-28,Financial,Refund Request,Field Agent,Resolved,1.0
INT661591,BPM104297,2025-04-28,Technical,Soundbox Issues,Phone,Resolved,4.0
INT436055,BPM104297,2025-03-12,Product,New Product Inquiry,WhatsApp,Pending,12.0
INT620487,BPM104297,2025-05-01,Product,Feature Request,Email,Resolved,4.0
INT883169,BPM104297,2025-02-19,Technical,App Crash,Field Agent,Customer Dropout,
INT172531,BPM104298,2025-04-03,Product,Device Replacement,Email,Resolved,4.0
INT953647,BPM104298,2025-04-27,Financial,Loan Inquiry,Phone,Resolved,5.0
INT190093,BPM104300,2025-04-14,Product,New Product Inquiry,Phone,Resolved,3.0
INT128164,BPM104300,2025-05-18,Account,Password Reset,Phone,Resolved,3.0
INT718875,BPM104301,2025-04-11,Account,Password Reset,In-App,Pending,11.0
INT311588,BPM104301,2025-03-19,Financial,Loan Inquiry,Email,Resolved,0.0
INT851330,BPM104302,2025-04-13,Account,Bank Account Change,Field Agent,Resolved,3.0
INT124581,BPM104302,2025-03-03,Account,Account Update,WhatsApp,Pending,14.0
INT906151,BPM104302,2025-02-21,Account,KYC Verification,Phone,Resolved,0.0
INT534899,BPM104303,2025-05-10,Technical,Login Issues,In-App,Escalated,7.0
INT878802,BPM104303,2025-05-17,Account,Bank Account Change,Field Agent,Resolved,3.0
INT798672,BPM104304,2025-05-07,Financial,Settlement Delay,WhatsApp,Resolved,2.0
INT561306,BPM104305,2025-05-08,Account,KYC Verification,Phone,Escalated,7.0
INT742127,BPM104305,2025-04-02,Product,Pricing Query,Field Agent,Resolved,1.0
INT679186,BPM104306,2025-02-26,Financial,Refund Request,WhatsApp,Resolved,2.0
INT877911,BPM104307,2025-04-16,Financial,Loan Inquiry,WhatsApp,Resolved,2.0
INT390686,BPM104307,2025-02-21,Product,New Product Inquiry,Phone,Escalated,13.0
INT219370,BPM104308,2025-05-13,Technical,Login Issues,Email,Escalated,16.0
INT238425,BPM104309,2025-05-17,Account,Bank Account Change,Phone,Escalated,15.0
INT745475,BPM104309,2025-03-21,Product,Device Replacement,In-App,Resolved,0.0
INT345855,BPM104310,2025-02-20,Technical,Login Issues,Phone,Pending,5.0
INT926255,BPM104310,2025-04-04,Product,Pricing Query,In-App,Resolved,4.0
INT202551,BPM104311,2025-05-07,Account,Account Update,Field Agent,Resolved,4.0
INT797212,BPM104311,2025-05-17,Technical,Soundbox Issues,WhatsApp,Pending,8.0
INT480516,BPM104311,2025-04-26,Product,Device Replacement,Email,Resolved,0.0
INT463085,BPM104314,2025-02-18,Product,Device Replacement,WhatsApp,Resolved,0.0
INT275322,BPM104314,2025-04-04,Account,KYC Verification,Field Agent,Pending,14.0
INT852333,BPM104314,2025-04-12,Product,Feature Request,In-App,Resolved,2.0
INT817867,BPM104314,2025-03-15,Account,Password Reset,Field Agent,Resolved,0.0
INT397485,BPM104316,2025-03-15,Financial,Settlement Delay,WhatsApp,Resolved,4.0
INT587630,BPM104316,2025-05-18,Financial,Refund Request,In-App,Resolved,3.0
INT559300,BPM104316,2025-04-29,Account,Bank Account Change,WhatsApp,Pending,9.0
INT319706,BPM104317,2025-05-18,Technical,QR Code Not Working,Email,Escalated,16.0
INT803990,BPM104318,2025-03-14,Technical,Payment Failed,In-App,Resolved,0.0
INT356161,BPM104318,2025-05-17,Financial,Refund Request,Field Agent,Resolved,5.0
INT684382,BPM104318,2025-02-25,Product,Pricing Query,In-App,Resolved,1.0
INT873797,BPM104318,2025-05-16,Financial,Settlement Delay,Field Agent,Customer Dropout,
INT584419,BPM104319,2025-04-23,Account,Password Reset,Field Agent,Resolved,4.0
INT250687,BPM104320,2025-04-30,Account,Bank Account Change,Phone,Customer Dropout,
INT383234,BPM104320,2025-03-15,Financial,Loan Inquiry,WhatsApp,Pending,12.0
INT524837,BPM104320,2025-03-31,Product,Feature Request,Phone,Resolved,2.0
INT974969,BPM104321,2025-03-25,Technical,Login Issues,Phone,Resolved,1.0
INT257479,BPM104322,2025-03-12,Account,KYC Verification,Email,Pending,6.0
INT326021,BPM104322,2025-04-10,Account,Bank Account Change,Email,Resolved,1.0
INT421294,BPM104322,2025-04-05,Product,Feature Request,WhatsApp,Resolved,5.0
INT241816,BPM104323,2025-04-28,Technical,Login Issues,Field Agent,Resolved,4.0
INT688020,BPM104325,2025-02-23,Product,Feature Request,WhatsApp,Pending,9.0
INT968661,BPM104326,2025-05-18,Financial,Transaction Dispute,WhatsApp,Pending,14.0
INT887188,BPM104326,2025-03-17,Account,Account Update,WhatsApp,Resolved,1.0
INT673112,BPM104327,2025-04-03,Account,Account Update,Email,Pending,13.0
INT311585,BPM104327,2025-04-16,Product,Device Replacement,Email,Resolved,3.0
INT215411,BPM104327,2025-04-18,Account,Bank Account Change,In-App,Resolved,2.0
INT250319,BPM104328,2025-03-13,Product,Pricing Query,Field Agent,Resolved,2.0
INT111871,BPM104328,2025-03-04,Account,KYC Verification,WhatsApp,Resolved,4.0
INT212226,BPM104329,2025-03-20,Technical,Payment Failed,Email,Customer Dropout,
INT998380,BPM104329,2025-05-09,Product,New Product Inquiry,Phone,Pending,13.0
INT876156,BPM104329,2025-03-09,Product,Device Replacement,Phone,Resolved,1.0
INT221858,BPM104329,2025-03-28,Account,Account Update,In-App,Resolved,1.0
INT445862,BPM104330,2025-05-11,Product,Feature Request,WhatsApp,Resolved,0.0
INT747855,BPM104332,2025-03-27,Technical,Login Issues,Email,Resolved,2.0
INT124084,BPM104332,2025-04-09,Financial,Settlement Delay,In-App,Resolved,1.0
INT685839,BPM104332,2025-03-11,Product,Device Replacement,Email,Resolved,3.0
INT352160,BPM104332,2025-03-01,Financial,Settlement Delay,Phone,Pending,9.0
INT996243,BPM104333,2025-02-19,Product,New Product Inquiry,Field Agent,Resolved,5.0
INT124212,BPM104333,2025-02-25,Financial,Transaction Dispute,Email,Resolved,2.0
INT879664,BPM104333,2025-03-15,Financial,Refund Request,In-App,Resolved,4.0
INT992392,BPM104335,2025-04-02,Technical,Payment Failed,In-App,Resolved,1.0
INT913318,BPM104335,2025-04-07,Account,Password Reset,Field Agent,Pending,11.0
INT963746,BPM104335,2025-05-12,Financial,Refund Request,WhatsApp,Customer Dropout,
INT606310,BPM104335,2025-04-26,Financial,Refund Request,Email,Customer Dropout,
INT345029,BPM104337,2025-02-19,Technical,Payment Failed,In-App,Resolved,5.0
INT711475,BPM104337,2025-05-08,Product,New Product Inquiry,WhatsApp,Resolved,0.0
INT278899,BPM104337,2025-05-18,Product,New Product Inquiry,Phone,Resolved,1.0
INT878595,BPM104338,2025-04-24,Product,Pricing Query,In-App,Resolved,0.0
INT707670,BPM104338,2025-03-26,Account,Account Update,WhatsApp,Resolved,1.0
INT993476,BPM104338,2025-05-09,Technical,Login Issues,Field Agent,Resolved,0.0
INT706951,BPM104339,2025-04-01,Product,Pricing Query,Field Agent,Resolved,1.0
INT347587,BPM104339,2025-04-24,Technical,Payment Failed,WhatsApp,Pending,10.0
INT586988,BPM104339,2025-02-20,Product,Feature Request,Field Agent,Resolved,0.0
INT555483,BPM104341,2025-04-06,Product,Device Replacement,Field Agent,Pending,13.0
INT669049,BPM104342,2025-04-28,Account,KYC Verification,In-App,Resolved,0.0
INT678085,BPM104342,2025-03-08,Financial,Loan Inquiry,Email,Resolved,4.0
INT929426,BPM104342,2025-05-04,Financial,Settlement Delay,WhatsApp,Resolved,3.0
INT550865,BPM104343,2025-04-10,Product,New Product Inquiry,Field Agent,Resolved,2.0
INT279906,BPM104344,2025-03-18,Technical,Login Issues,WhatsApp,Pending,6.0
INT952615,BPM104344,2025-05-11,Product,Feature Request,In-App,Resolved,3.0
INT106852,BPM104345,2025-03-01,Financial,Loan Inquiry,Field Agent,Resolved,3.0
INT724960,BPM104345,2025-04-23,Financial,Settlement Delay,In-App,Resolved,5.0
INT956282,BPM104347,2025-03-13,Financial,Settlement Delay,In-App,Resolved,4.0
INT373680,BPM104348,2025-03-18,Account,Password Reset,Email,Pending,13.0
INT255705,BPM104349,2025-03-12,Account,Account Update,In-App,Resolved,1.0
INT968197,BPM104349,2025-05-12,Product,Pricing Query,Field Agent,Resolved,4.0
INT939425,BPM104351,2025-04-10,Account,Bank Account Change,In-App,Resolved,2.0
INT947014,BPM104351,2025-05-02,Technical,QR Code Not Working,Field Agent,Pending,7.0
INT759579,BPM104353,2025-03-18,Financial,Loan Inquiry,In-App,Resolved,5.0
INT549227,BPM104353,2025-04-25,Account,Password Reset,WhatsApp,Pending,15.0
INT161052,BPM104353,2025-03-09,Product,Pricing Query,WhatsApp,Resolved,3.0
INT906624,BPM104354,2025-05-16,Account,Password Reset,Phone,Pending,12.0
INT747188,BPM104355,2025-05-04,Financial,Refund Request,Phone,Escalated,7.0
INT526302,BPM104355,2025-02-25,Financial,Settlement Delay,Email,Resolved,3.0
INT189605,BPM104356,2025-04-21,Product,Pricing Query,Field Agent,Resolved,0.0
INT838566,BPM104356,2025-05-05,Product,Pricing Query,In-App,Resolved,5.0
INT874059,BPM104357,2025-03-18,Financial,Transaction Dispute,In-App,Escalated,16.0
INT961887,BPM104357,2025-05-15,Financial,Refund Request,In-App,Escalated,13.0
INT563124,BPM104357,2025-03-12,Technical,App Crash,Email,Pending,9.0
INT216304,BPM104358,2025-03-04,Technical,Login Issues,Phone,Resolved,4.0
INT472951,BPM104359,2025-03-14,Financial,Settlement Delay,In-App,Resolved,4.0
INT236217,BPM104359,2025-03-13,Financial,Transaction Dispute,Phone,Resolved,1.0
INT711541,BPM104360,2025-03-29,Product,New Product Inquiry,WhatsApp,Pending,13.0
INT252993,BPM104360,2025-03-18,Product,New Product Inquiry,Phone,Resolved,2.0
INT779936,BPM104360,2025-04-12,Product,Feature Request,WhatsApp,Resolved,0.0
INT684317,BPM104361,2025-04-28,Financial,Transaction Dispute,Email,Resolved,1.0
INT691336,BPM104362,2025-04-13,Product,New Product Inquiry,Field Agent,Resolved,3.0
INT760465,BPM104363,2025-02-26,Technical,App Crash,Email,Resolved,0.0
INT243213,BPM104363,2025-03-31,Technical,App Crash,In-App,Resolved,0.0
INT717480,BPM104364,2025-04-08,Financial,Transaction Dispute,In-App,Resolved,1.0
INT210391,BPM104364,2025-03-29,Account,Account Update,Field Agent,Resolved,4.0
INT735374,BPM104364,2025-04-11,Product,Feature Request,Field Agent,Resolved,4.0
INT971000,BPM104365,2025-03-19,Financial,Refund Request,Field Agent,Customer Dropout,
INT999095,BPM104365,2025-04-08,Financial,Transaction Dispute,Email,Resolved,5.0
INT494334,BPM104365,2025-03-23,Technical,App Crash,Email,Resolved,4.0
INT947518,BPM104365,2025-04-05,Technical,Login Issues,Phone,Resolved,0.0
INT801975,BPM104365,2025-04-11,Financial,Transaction Dispute,Email,Pending,7.0
INT353335,BPM104366,2025-03-09,Account,KYC Verification,Phone,Pending,5.0
INT692553,BPM104366,2025-03-30,Account,KYC Verification,In-App,Pending,9.0
INT246717,BPM104367,2025-05-10,Account,Account Update,Phone,Resolved,2.0
INT353257,BPM104367,2025-05-10,Financial,Settlement Delay,Field Agent,Pending,13.0
INT439395,BPM104368,2025-05-01,Technical,Payment Failed,Phone,Resolved,0.0
INT402281,BPM104368,2025-04-24,Account,Bank Account Change,Field Agent,Resolved,1.0
INT381062,BPM104369,2025-05-06,Financial,Settlement Delay,Email,Resolved,3.0
INT765170,BPM104370,2025-02-21,Technical,Login Issues,Email,Resolved,3.0
INT282501,BPM104371,2025-04-28,Technical,Login Issues,Field Agent,Pending,6.0
INT859695,BPM104372,2025-05-19,Technical,Payment Failed,WhatsApp,Resolved,5.0
INT447033,BPM104372,2025-05-03,Financial,Transaction Dispute,In-App,Resolved,0.0
INT793068,BPM104372,2025-04-30,Product,New Product Inquiry,WhatsApp,Customer Dropout,
INT851771,BPM104373,2025-02-20,Financial,Settlement Delay,Phone,Resolved,3.0
INT916124,BPM104373,2025-03-11,Product,Feature Request,WhatsApp,Resolved,1.0
INT606414,BPM104373,2025-05-02,Financial,Refund Request,In-App,Pending,11.0
INT527478,BPM104375,2025-04-18,Product,New Product Inquiry,Field Agent,Resolved,4.0
INT804130,BPM104376,2025-02-24,Technical,App Crash,Phone,Pending,15.0
INT433127,BPM104377,2025-04-25,Financial,Settlement Delay,Field Agent,Resolved,2.0
INT993099,BPM104378,2025-02-23,Product,Pricing Query,In-App,Resolved,3.0
INT624978,BPM104378,2025-04-20,Account,Password Reset,Field Agent,Resolved,3.0
INT399625,BPM104379,2025-03-05,Account,KYC Verification,Field Agent,Resolved,0.0
INT540401,BPM104379,2025-02-26,Product,New Product Inquiry,Field Agent,Resolved,2.0
INT186260,BPM104379,2025-05-10,Account,Account Update,In-App,Pending,9.0
INT203093,BPM104380,2025-04-27,Technical,Login Issues,Phone,Resolved,3.0
INT227505,BPM104381,2025-04-01,Financial,Settlement Delay,Field Agent,Pending,12.0
INT818007,BPM104381,2025-05-19,Account,Password Reset,In-App,Resolved,2.0
INT713323,BPM104382,2025-03-04,Product,New Product Inquiry,In-App,Resolved,5.0
INT799119,BPM104382,2025-04-04,Product,Feature Request,Email,Pending,10.0
INT195005,BPM104384,2025-05-15,Financial,Settlement Delay,WhatsApp,Resolved,4.0
INT101044,BPM104384,2025-05-16,Technical,QR Code Not Working,In-App,Resolved,5.0
INT108080,BPM104384,2025-03-09,Financial,Settlement Delay,Field Agent,Resolved,0.0
INT441506,BPM104384,2025-03-08,Financial,Transaction Dispute,Email,Escalated,18.0
INT659423,BPM104386,2025-04-25,Financial,Transaction Dispute,Email,Resolved,2.0
INT391381,BPM104386,2025-03-26,Technical,Login Issues,Email,Resolved,4.0
INT148805,BPM104386,2025-03-31,Account,Account Update,Phone,Resolved,5.0
INT171959,BPM104387,2025-02-27,Financial,Transaction Dispute,WhatsApp,Resolved,4.0
INT349870,BPM104387,2025-04-22,Account,Password Reset,In-App,Escalated,15.0
INT440401,BPM104387,2025-02-18,Account,Bank Account Change,WhatsApp,Pending,9.0
INT512655,BPM104388,2025-05-05,Financial,Loan Inquiry,Field Agent,Resolved,1.0
INT865590,BPM104388,2025-03-28,Technical,QR Code Not Working,Phone,Pending,15.0
INT622328,BPM104388,2025-04-18,Account,Bank Account Change,Email,Resolved,0.0
INT578227,BPM104389,2024-11-27,Technical,Login Issues,Email,Resolved,5.0
INT311171,BPM104389,2024-11-20,Technical,Payment Failed,Phone,Pending,5.0
INT392577,BPM104390,2025-03-21,Product,Pricing Query,Phone,Pending,10.0
INT620229,BPM104391,2025-04-27,Account,Account Update,WhatsApp,Pending,10.0
INT470505,BPM104391,2025-03-21,Product,Pricing Query,Field Agent,Resolved,4.0
INT282179,BPM104391,2025-05-13,Product,New Product Inquiry,Email,Escalated,20.0
INT758638,BPM104393,2025-05-08,Product,Pricing Query,Field Agent,Resolved,0.0
INT837712,BPM104393,2025-05-02,Technical,Soundbox Issues,Phone,Resolved,1.0
INT870664,BPM104393,2025-04-07,Product,Feature Request,WhatsApp,Resolved,0.0
INT123707,BPM104394,2025-03-26,Financial,Refund Request,Phone,Resolved,5.0
INT345830,BPM104394,2025-04-26,Product,Device Replacement,Phone,Escalated,9.0
INT575003,BPM104394,2025-05-05,Account,KYC Verification,WhatsApp,Pending,9.0
INT795838,BPM104395,2025-03-13,Technical,Login Issues,Field Agent,Pending,11.0
INT134868,BPM104395,2025-04-22,Financial,Refund Request,Email,Resolved,3.0
INT382279,BPM104396,2025-04-25,Product,Pricing Query,Email,Resolved,5.0
INT152652,BPM104397,2025-03-19,Product,New Product Inquiry,In-App,Resolved,2.0
INT879790,BPM104397,2025-04-01,Product,Feature Request,Email,Pending,10.0
INT906446,BPM104399,2025-03-23,Financial,Refund Request,Field Agent,Pending,9.0
INT445628,BPM104399,2025-05-11,Technical,Login Issues,Email,Resolved,2.0
INT173895,BPM104399,2025-05-18,Technical,QR Code Not Working,WhatsApp,Customer Dropout,
INT665063,BPM104400,2025-02-28,Financial,Settlement Delay,Field Agent,Resolved,3.0
INT718050,BPM104400,2025-03-11,Product,Pricing Query,Email,Pending,9.0
INT404349,BPM104400,2025-03-10,Technical,QR Code Not Working,In-App,Resolved,4.0
INT112926,BPM104401,2025-03-04,Account,KYC Verification,In-App,Resolved,3.0
INT857882,BPM104401,2025-05-03,Account,Password Reset,In-App,Resolved,5.0
INT755331,BPM104402,2025-05-06,Financial,Loan Inquiry,WhatsApp,Resolved,1.0
INT246730,BPM104402,2025-03-29,Financial,Transaction Dispute,Phone,Pending,15.0
INT357927,BPM104404,2025-05-14,Account,Password Reset,Phone,Resolved,0.0
INT776642,BPM104406,2025-03-07,Product,Pricing Query,Field Agent,Pending,6.0
INT112428,BPM104406,2025-03-04,Account,KYC Verification,Phone,Resolved,4.0
INT430628,BPM104408,2025-05-14,Financial,Transaction Dispute,Phone,Resolved,3.0
INT115367,BPM104408,2025-03-16,Product,Device Replacement,Email,Resolved,3.0
INT295465,BPM104409,2025-03-10,Account,Password Reset,In-App,Resolved,0.0
INT824638,BPM104409,2025-04-26,Technical,Soundbox Issues,Email,Resolved,5.0
INT822897,BPM104410,2025-03-04,Technical,Login Issues,Field Agent,Pending,6.0
INT738995,BPM104411,2025-04-12,Account,KYC Verification,Field Agent,Pending,7.0
INT941088,BPM104411,2025-03-16,Technical,QR Code Not Working,Email,Customer Dropout,
INT335362,BPM104411,2025-05-04,Product,New Product Inquiry,In-App,Resolved,0.0
INT590028,BPM104411,2025-04-07,Product,New Product Inquiry,In-App,Pending,6.0
INT541030,BPM104412,2025-05-04,Account,KYC Verification,Email,Resolved,1.0
INT138846,BPM104413,2025-05-01,Account,KYC Verification,Phone,Resolved,3.0
INT677688,BPM104413,2025-02-19,Product,Feature Request,WhatsApp,Resolved,5.0
INT941645,BPM104413,2025-03-02,Product,Feature Request,Email,Pending,5.0
INT966100,BPM104414,2025-03-05,Product,Pricing Query,WhatsApp,Resolved,3.0
INT805714,BPM104416,2025-03-05,Account,Account Update,Phone,Resolved,0.0
INT895439,BPM104417,2025-03-10,Technical,Payment Failed,In-App,Resolved,4.0
INT990293,BPM104417,2025-03-26,Product,Feature Request,Field Agent,Pending,9.0
INT562671,BPM104418,2025-04-08,Account,Account Update,Field Agent,Resolved,4.0
INT827820,BPM104419,2025-02-26,Account,Account Update,Email,Resolved,4.0
INT700005,BPM104421,2025-05-03,Product,Device Replacement,Field Agent,Resolved,5.0
INT500197,BPM104421,2025-02-22,Technical,Payment Failed,In-App,Resolved,5.0
INT266225,BPM104421,2025-03-05,Product,Device Replacement,Phone,Resolved,5.0
INT206416,BPM104422,2025-04-06,Financial,Transaction Dispute,Field Agent,Resolved,3.0
INT426136,BPM104422,2025-04-02,Account,Account Update,In-App,Resolved,4.0
INT846450,BPM104424,2025-03-11,Product,Device Replacement,In-App,Resolved,2.0
INT665963,BPM104424,2025-04-22,Technical,QR Code Not Working,Phone,Resolved,2.0
INT773805,BPM104425,2025-04-04,Product,Feature Request,Phone,Resolved,0.0
INT683721,BPM104425,2025-03-19,Product,Feature Request,Email,Resolved,1.0
INT480966,BPM104426,2025-04-08,Financial,Transaction Dispute,Field Agent,Escalated,17.0
INT657751,BPM104427,2025-05-11,Account,KYC Verification,In-App,Pending,12.0
INT482469,BPM104427,2025-03-24,Account,Account Update,Email,Resolved,4.0
INT265139,BPM104427,2025-03-02,Product,Pricing Query,Phone,Resolved,4.0
INT984784,BPM104428,2025-04-18,Account,Password Reset,WhatsApp,Resolved,1.0
INT654873,BPM104428,2025-05-10,Technical,QR Code Not Working,WhatsApp,Resolved,4.0
INT682833,BPM104428,2025-03-15,Technical,Login Issues,Email,Pending,10.0
INT451432,BPM104429,2024-11-19,Technical,App Crash,Phone,Customer Dropout,
INT687486,BPM104429,2024-11-26,Account,KYC Verification,Phone,Pending,6.0
INT955200,BPM104429,2024-11-27,Account,Bank Account Change,WhatsApp,Resolved,0.0
INT567544,BPM104429,2024-11-13,Financial,Transaction Dispute,WhatsApp,Resolved,1.0
INT736641,BPM104429,2024-11-29,Technical,Payment Failed,WhatsApp,Customer Dropout,
INT383391,BPM104430,2025-03-25,Financial,Loan Inquiry,In-App,Escalated,17.0
INT695330,BPM104430,2025-03-31,Financial,Loan Inquiry,In-App,Resolved,1.0
INT722645,BPM104430,2025-03-18,Product,Feature Request,Field Agent,Pending,8.0
INT559337,BPM104431,2025-05-09,Technical,Login Issues,WhatsApp,Escalated,15.0
INT627585,BPM104431,2025-04-27,Account,Bank Account Change,In-App,Resolved,1.0
INT959449,BPM104432,2025-03-11,Account,Account Update,Field Agent,Resolved,3.0
INT734989,BPM104433,2025-02-23,Technical,QR Code Not Working,Field Agent,Resolved,2.0
INT186782,BPM104433,2025-05-19,Product,Device Replacement,WhatsApp,Pending,15.0
INT343585,BPM104433,2025-03-08,Technical,Soundbox Issues,In-App,Resolved,1.0
INT222054,BPM104435,2025-04-17,Financial,Transaction Dispute,Field Agent,Resolved,1.0
INT608488,BPM104435,2025-05-13,Technical,Login Issues,Email,Resolved,0.0
INT440537,BPM104435,2025-03-20,Technical,Login Issues,Field Agent,Resolved,0.0
INT438864,BPM104436,2025-03-04,Account,KYC Verification,Field Agent,Resolved,3.0
INT364728,BPM104436,2025-03-16,Account,Password Reset,Email,Customer Dropout,
INT834342,BPM104436,2025-04-07,Financial,Settlement Delay,Field Agent,Customer Dropout,
INT773269,BPM104437,2025-03-17,Technical,Payment Failed,In-App,Pending,10.0
INT334211,BPM104437,2025-05-15,Account,KYC Verification,Email,Pending,10.0
INT264031,BPM104437,2025-03-06,Product,Device Replacement,Field Agent,Escalated,12.0
INT320617,BPM104438,2025-04-22,Technical,Login Issues,In-App,Resolved,1.0
INT288912,BPM104438,2025-04-09,Technical,Soundbox Issues,Phone,Resolved,2.0
INT456754,BPM104439,2025-04-18,Financial,Loan Inquiry,WhatsApp,Pending,9.0
INT986535,BPM104439,2025-03-15,Technical,App Crash,In-App,Resolved,1.0
INT348451,BPM104439,2025-03-25,Financial,Transaction Dispute,Phone,Resolved,3.0
INT980925,BPM104440,2025-02-24,Account,Bank Account Change,WhatsApp,Resolved,5.0
INT282262,BPM104441,2025-03-03,Product,New Product Inquiry,Field Agent,Pending,5.0
INT209210,BPM104441,2025-02-26,Account,Account Update,Field Agent,Pending,10.0
INT787737,BPM104444,2025-03-30,Product,New Product Inquiry,Phone,Resolved,2.0
INT544989,BPM104444,2025-04-25,Account,Password Reset,In-App,Resolved,0.0
INT494806,BPM104444,2025-03-06,Financial,Settlement Delay,Field Agent,Resolved,0.0
INT292691,BPM104445,2025-04-27,Account,Bank Account Change,Field Agent,Resolved,0.0
INT504690,BPM104445,2025-04-12,Financial,Settlement Delay,In-App,Resolved,0.0
INT405968,BPM104445,2025-05-05,Technical,App Crash,WhatsApp,Escalated,12.0
INT387962,BPM104445,2025-04-25,Product,Device Replacement,In-App,Pending,5.0
INT507537,BPM104447,2025-02-20,Account,Password Reset,Phone,Pending,12.0
INT367655,BPM104447,2025-04-12,Account,Account Update,WhatsApp,Pending,9.0
INT245567,BPM104447,2025-05-12,Account,KYC Verification,Field Agent,Resolved,3.0
INT715334,BPM104448,2025-05-19,Product,New Product Inquiry,In-App,Escalated,7.0
INT324034,BPM104450,2025-03-27,Technical,App Crash,WhatsApp,Pending,7.0
INT370721,BPM104450,2025-03-05,Technical,Soundbox Issues,WhatsApp,Resolved,1.0
