loan_id,merchant_id,approval_date,end_date,loan_type,loan_amount,interest_rate,loan_term_months,monthly_installment,amount_paid,remaining_amount,status
LN46599,BPM103611,2025-04-08,,Working Capital,132000,14.75,12,11899,71394.0,80076.0,Default
LN90632,BPM103612,2025-03-04,,Working Capital,96000,22.02,3,33182,33182.0,83957.2,Active
LN62161,BPM103615,2024-09-07,,Inventory Financing,275000,19.78,9,33129,132516.0,196879.0,Active
LN98747,BPM103617,2025-02-07,2025-05-08,Business Expansion,234000,22.24,3,80909,286041.6,0.0,Paid
LN90777,BPM103617,2023-04-05,,Short Term Cash Flow,36000,16.42,12,3273,19638.0,22273.2,Default
LN80457,BPM103620,2023-08-01,2024-04-27,Equipment Purchase,172000,15.37,9,20356,198436.4,0.0,Paid
LN13102,BPM103620,2023-10-26,2024-10-20,Business Expansion,466000,16.55,12,42402,543123.0,0.0,Paid
LN99280,BPM103620,2024-02-17,2025-02-11,Inventory Financing,256000,15.96,12,23222,296857.6,0.0,Paid
LN94668,BPM103621,2023-05-10,2023-08-08,Business Expansion,265000,21.15,6,46931,140793.0,180254.5,Default
LN93994,BPM103621,2023-05-27,2023-11-23,Business Expansion,990000,16.7,6,173129,1155330.0,0.0,Paid
LN94496,BPM103621,2023-05-12,,Business Expansion,538000,16.72,12,48997,293982.0,333971.6,Active
LN46094,BPM103627,2022-11-22,,Short Term Cash Flow,58000,20.08,3,19984,19984.0,49662.4,Active
LN43507,BPM103628,2024-01-05,2024-10-01,Inventory Financing,272000,15.72,9,32236,314758.4,0.0,Paid
LN90562,BPM103628,2024-03-29,,Inventory Financing,366000,15.75,9,43382,173528.0,250117.0,Active
LN12268,BPM103631,2023-08-09,2024-05-05,Short Term Cash Flow,44000,15.63,9,5213,50877.2,0.0,Paid
LN45975,BPM103631,2024-03-18,2024-06-16,Business Expansion,563000,18.55,3,193498,667436.5,0.0,Paid
LN82715,BPM103631,2024-01-20,,Equipment Purchase,246000,19.27,6,43335,130005.0,163399.2,Active
LN12855,BPM103632,2025-03-28,,Business Expansion,581000,18.88,9,69740,278960.0,411732.8,Active
LN39428,BPM103633,2024-01-27,2024-04-26,Equipment Purchase,214000,18.53,3,73548,253654.2,0.0,Paid
LN77526,BPM103633,2024-12-04,2025-05-03,Short Term Cash Flow,88000,16.52,9,10463,41852.0,60685.6,Default
LN12359,BPM103635,2024-06-17,,Short Term Cash Flow,60000,18.01,6,10532,31596.0,39210.0,Active
LN94264,BPM103640,2025-02-28,2025-05-29,Inventory Financing,61000,18.64,3,20968,72370.4,0.0,Paid
LN87113,BPM103640,2024-08-23,,Business Expansion,160000,14.68,18,9957,89613.0,93875.0,Active
LN51470,BPM103645,2023-07-19,2023-10-17,Business Expansion,540000,18.35,6,94878,284634.0,354456.0,Default
LN28709,BPM103645,2023-09-19,2024-09-13,Equipment Purchase,276000,16.25,12,25074,320850.0,0.0,Paid
LN56564,BPM103645,2022-12-13,2024-06-05,Inventory Financing,99000,15.46,18,6198,114305.4,0.0,Paid
LN48285,BPM103645,2022-10-23,,Short Term Cash Flow,44000,16.44,9,5230,20920.0,30313.6,Active
LN80166,BPM103646,2023-04-28,2023-05-28,Inventory Financing,278000,18.89,3,95599,95599.0,234915.2,Default
LN59252,BPM103648,2024-03-13,2024-12-08,Equipment Purchase,190000,18.57,9,22778,225283.0,0.0,Paid
LN26846,BPM103648,2023-09-14,,Equipment Purchase,224000,16.59,12,20386,122316.0,138845.6,Active
LN33095,BPM103650,2024-04-20,,Inventory Financing,449000,22.56,3,155329,155329.0,394965.4,Active
LN97140,BPM103654,2023-08-18,2025-02-08,Inventory Financing,260000,15.32,18,16259,299832.0,0.0,Paid
LN45194,BPM103654,2024-02-04,2024-05-04,Short Term Cash Flow,80000,20.12,6,14127,42381.0,53715.0,Default
LN41419,BPM103654,2024-07-19,,Inventory Financing,317000,20.9,6,56100,168300.0,214953.0,Active
LN91586,BPM103655,2024-09-11,2025-01-09,Inventory Financing,450000,18.73,9,53983,215932.0,318353.0,Default
LN92176,BPM103655,2023-11-12,,Business Expansion,456000,15.12,12,41184,247104.0,277843.2,Active
LN56269,BPM103659,2024-10-15,2025-01-13,Business Expansion,174000,20.56,3,59999,209774.4,0.0,Paid
LN28024,BPM103659,2024-07-03,2025-03-30,Business Expansion,512000,18.03,9,61248,604313.6,0.0,Paid
LN16913,BPM103659,2024-08-12,,Business Expansion,578000,18.11,6,101485,304455.0,378220.8,Active
LN87418,BPM103661,2023-08-05,,Business Expansion,991000,22.52,3,342809,342809.0,871364.2,Active
LN54819,BPM103663,2024-11-24,,Equipment Purchase,239000,14.12,18,14811,133299.0,139447.8,Active
LN41252,BPM103666,2023-09-10,2024-09-04,Short Term Cash Flow,54000,14.63,12,4865,61900.2,0.0,Paid
LN61960,BPM103667,2025-02-19,,Short Term Cash Flow,67000,13.14,18,4121,37089.0,38714.8,Active
LN52341,BPM103668,2024-01-13,2025-07-06,Inventory Financing,239000,15.19,18,14931,275304.1,0.0,Paid
LN78337,BPM103668,2023-07-04,2023-10-02,Business Expansion,378000,19.79,3,130179,452806.2,0.0,Paid
LN70886,BPM103668,2024-01-23,2025-01-17,Equipment Purchase,130000,14.54,12,11705,148902.0,0.0,Paid
LN79006,BPM103672,2024-03-01,2024-05-30,Business Expansion,741000,21.33,3,255832,899055.3,0.0,Paid
LN49488,BPM103672,2024-10-11,2026-04-04,Inventory Financing,491000,14.49,18,30513,562145.9,0.0,Paid
LN22927,BPM103672,2023-04-16,2023-10-13,Short Term Cash Flow,38000,20.72,6,6722,45873.6,0.0,Paid
LN98468,BPM103672,2024-03-26,2025-03-21,Business Expansion,759000,15.02,12,68513,873001.8,0.0,Paid
LN51712,BPM103673,2025-04-16,2026-04-11,Working Capital,124000,14.51,12,11163,141992.4,0.0,Paid
LN11656,BPM103673,2024-05-03,,Equipment Purchase,174000,16.43,12,15823,94938.0,107650.2,Active
LN56444,BPM103675,2024-12-20,,Equipment Purchase,219000,13.72,18,13531,121779.0,127267.8,Active
LN41951,BPM103677,2023-07-16,2023-10-14,Short Term Cash Flow,27000,20.5,3,9309,32535.0,0.0,Paid
LN50505,BPM103677,2024-05-05,2025-01-30,Working Capital,160000,15.85,9,18972,185360.0,0.0,Paid
LN49199,BPM103684,2024-06-14,,Short Term Cash Flow,96000,21.92,3,33176,33176.0,83867.2,Active
LN87602,BPM103688,2025-04-07,2026-09-29,Equipment Purchase,185000,14.8,18,11524,212380.0,0.0,Paid
LN12053,BPM103688,2024-08-09,2026-01-31,Inventory Financing,186000,13.32,18,11457,210775.2,0.0,Paid
LN41321,BPM103688,2024-06-09,2025-03-06,Business Expansion,860000,18.82,9,103204,1021852.0,0.0,Paid
LN95740,BPM103696,2023-08-21,2024-02-17,Short Term Cash Flow,43000,21.84,6,7630,52391.2,0.0,Paid
LN94694,BPM103696,2023-09-23,2024-09-17,Short Term Cash Flow,71000,17.3,12,6486,83283.0,0.0,Paid
LN75553,BPM103698,2023-07-16,2024-04-11,Equipment Purchase,273000,16.41,9,32445,317799.3,0.0,Paid
LN56424,BPM103698,2023-03-24,2023-06-22,Equipment Purchase,140000,22.65,3,48439,171710.0,0.0,Paid
LN97530,BPM103698,2024-06-08,,Short Term Cash Flow,69000,19.59,9,8306,33224.0,49293.1,Active
LN64843,BPM103701,2024-10-20,,Short Term Cash Flow,54000,17.94,12,4949,29694.0,33993.6,Active
LN17991,BPM103703,2023-11-30,2025-05-23,Inventory Financing,455000,14.97,18,28379,523113.5,0.0,Paid
LN73408,BPM103703,2023-11-09,,Short Term Cash Flow,93000,13.55,18,5739,51651.0,53950.5,Active
LN79728,BPM103705,2024-10-07,2025-10-02,Short Term Cash Flow,74000,17.43,12,6764,86898.2,0.0,Paid
LN58924,BPM103705,2024-05-20,2025-11-11,Business Expansion,598000,14.48,18,37160,684590.4,0.0,Paid
LN57431,BPM103705,2024-03-12,2024-12-07,Equipment Purchase,175000,15.24,9,20700,201670.0,0.0,Paid
LN63360,BPM103705,2023-10-13,,Short Term Cash Flow,99000,18.53,3,34024,34024.0,83320.7,Active
LN47139,BPM103706,2023-09-09,2023-12-08,Business Expansion,300000,18.67,3,103128,356010.0,0.0,Paid
LN81213,BPM103706,2024-04-21,2025-04-16,Inventory Financing,323000,16.36,12,29361,375842.8,0.0,Paid
LN37824,BPM103706,2023-11-04,,Business Expansion,152000,20.31,6,26855,80565.0,102306.2,Active
LN31169,BPM103716,2025-04-04,2026-03-30,Equipment Purchase,243000,14.33,12,21856,277821.9,0.0,Paid
LN39530,BPM103716,2024-02-05,,Short Term Cash Flow,80000,17.85,9,9563,38252.0,56028.0,Active
LN11973,BPM103725,2024-01-27,2024-02-26,Working Capital,127000,20.74,3,43805,43805.0,109534.8,Default
LN52994,BPM103725,2024-06-15,2025-06-10,Short Term Cash Flow,84000,14.16,12,7548,95894.4,0.0,Paid
LN65124,BPM103725,2024-02-09,2024-08-07,Inventory Financing,88000,21.57,6,15603,106981.6,0.0,Paid
LN48220,BPM103732,2024-06-08,,Working Capital,48000,14.49,18,2983,26847.0,28108.2,Active
LN69830,BPM103733,2025-04-17,,Inventory Financing,108000,16.44,12,9821,58926.0,66829.2,Active
LN81992,BPM103734,2024-12-14,,Short Term Cash Flow,93000,14.92,18,5798,52182.0,54693.6,Active
LN81756,BPM103736,2024-07-14,2025-07-09,Short Term Cash Flow,58000,16.96,12,5289,67836.8,0.0,Paid
LN27118,BPM103736,2024-12-09,2025-07-07,Working Capital,68000,16.06,9,8070,32280.0,46640.8,Default
LN27887,BPM103736,2024-03-01,,Business Expansion,491000,17.1,6,85963,257889.0,317072.0,Active
LN63158,BPM103741,2024-04-10,,Working Capital,119000,16.37,12,10818,64908.0,73572.3,Active
LN80205,BPM103744,2024-09-22,2024-12-21,Equipment Purchase,208000,18.29,3,71458,246043.2,0.0,Paid
LN73116,BPM103745,2025-02-18,2025-06-18,Working Capital,188000,21.47,6,33324,99972.0,128391.6,Default
LN35603,BPM103745,2024-05-13,,Inventory Financing,253000,15.08,18,15793,142137.0,149015.4,Active
LN52209,BPM103746,2023-12-10,,Inventory Financing,348000,22.41,3,120359,120359.0,305627.8,Active
LN93620,BPM103750,2023-12-21,,Short Term Cash Flow,53000,14.49,18,3294,29646.0,31033.7,Active
LN30000,BPM103751,2024-04-05,2024-06-04,Working Capital,76000,19.69,9,9152,36608.0,54356.4,Default
LN29374,BPM103751,2024-06-19,,Working Capital,134000,17.58,12,12258,73548.0,84009.2,Default
LN90723,BPM103754,2025-01-24,2025-07-23,Equipment Purchase,231000,18.14,6,40562,272903.4,0.0,Paid
LN72650,BPM103754,2024-11-05,2025-10-31,Short Term Cash Flow,45000,14.05,12,4041,51322.5,0.0,Paid
LN28766,BPM103754,2022-11-23,,Short Term Cash Flow,87000,14.68,18,5414,48726.0,51045.6,Active
LN27496,BPM103759,2023-02-11,2023-08-10,Working Capital,172000,20.44,6,30400,207156.8,0.0,Paid
LN92548,BPM103759,2023-09-05,2023-12-04,Short Term Cash Flow,79000,18.9,3,27167,93931.0,0.0,Paid
LN74645,BPM103761,2024-01-10,,Working Capital,110000,14.75,18,6849,61641.0,64584.0,Active
LN79236,BPM103764,2024-10-11,2025-01-09,Inventory Financing,104000,21.67,6,18445,55335.0,71201.8,Default
LN28591,BPM103764,2024-09-12,,Short Term Cash Flow,74000,17.06,6,12954,38862.0,47762.4,Active
LN95964,BPM103765,2023-04-09,,Inventory Financing,440000,18.93,3,151318,151318.0,371974.0,Active
LN35052,BPM103766,2025-03-23,,Inventory Financing,319000,14.59,12,28731,172386.0,193156.1,Active
LN74598,BPM103768,2025-02-23,,Working Capital,86000,19.99,9,10369,41476.0,61715.4,Active
LN10154,BPM103773,2024-07-26,,Business Expansion,502000,16.02,6,87619,262857.0,319563.4,Active
LN60782,BPM103777,2024-03-31,2024-06-29,Equipment Purchase,120000,18.72,3,41254,142464.0,0.0,Paid
LN89492,BPM103777,2025-01-14,2025-07-13,Working Capital,56000,16.79,6,9796,65402.4,0.0,Paid
LN83727,BPM103777,2024-01-11,,Short Term Cash Flow,21000,16.84,6,3674,11022.0,13514.4,Active
LN66241,BPM103781,2025-03-09,2026-03-04,Short Term Cash Flow,69000,16.29,12,6270,80240.1,0.0,Paid
LN73086,BPM103783,2025-01-13,2025-04-13,Working Capital,144000,18.32,3,49473,170380.8,0.0,Paid
LN90714,BPM103783,2023-05-12,2023-08-10,Inventory Financing,491000,19.58,3,169036,587137.8,0.0,Paid
LN37790,BPM103783,2023-03-23,,Working Capital,145000,16.93,12,13220,79320.0,90228.5,Active
LN87136,BPM103787,2023-12-05,,Equipment Purchase,234000,15.39,18,14641,131769.0,138243.6,Active
LN99148,BPM103788,2023-10-20,,Inventory Financing,379000,17.74,12,34700,208200.0,238034.6,Active
LN88786,BPM103790,2023-07-30,2023-08-29,Business Expansion,833000,21.74,3,287788,287788.0,726306.2,Default
LN91770,BPM103790,2023-12-29,2024-09-24,Business Expansion,468000,15.37,9,55387,221548.0,318383.6,Default
LN62923,BPM103791,2023-11-21,,Equipment Purchase,206000,17.31,12,18818,112908.0,128750.6,Active
LN25755,BPM103805,2024-07-30,,Business Expansion,948000,16.99,9,112930,451720.0,657345.2,Active
LN85948,BPM103806,2024-07-07,2025-07-02,Inventory Financing,182000,16.26,12,16535,211593.2,0.0,Paid
LN85314,BPM103808,2024-03-27,2025-03-22,Equipment Purchase,284000,17.72,12,25999,334324.8,0.0,Paid
LN20996,BPM103808,2024-01-16,2024-04-15,Equipment Purchase,145000,23.82,3,50265,179539.0,0.0,Paid
LN87281,BPM103808,2024-07-14,2024-10-12,Business Expansion,909000,21.87,3,314111,1107798.3,0.0,Paid
LN81159,BPM103808,2024-05-18,,Business Expansion,919000,16.5,12,83599,501594.0,569041.0,Active
LN82096,BPM103811,2024-07-15,,Equipment Purchase,145000,15.21,12,13102,78612.0,88442.5,Active
LN37729,BPM103812,2025-04-06,2026-09-28,Business Expansion,458000,15.65,18,28713,529677.0,0.0,Paid
LN34452,BPM103812,2024-01-01,,Inventory Financing,232000,15.41,12,20985,125910.0,141841.2,Active
LN69895,BPM103813,2025-01-13,2025-07-12,Equipment Purchase,267000,17.16,6,46754,312817.2,0.0,Paid
LN85864,BPM103815,2025-01-14,,Business Expansion,543000,14.17,12,48798,292788.0,327155.1,Active
LN75148,BPM103818,2024-01-25,2025-01-19,Working Capital,184000,16.08,12,16701,213587.2,0.0,Paid
LN28650,BPM103818,2024-02-17,2024-05-17,Equipment Purchase,217000,19.1,3,74648,258447.0,0.0,Paid
LN12566,BPM103818,2023-05-14,2023-08-12,Equipment Purchase,297000,21.64,3,102592,361270.8,0.0,Paid
LN82331,BPM103820,2023-05-05,2024-10-26,Business Expansion,632000,15.17,18,39478,727874.4,0.0,Paid
LN42998,BPM103821,2024-03-16,,Working Capital,165000,19.01,3,56752,56752.0,139614.5,Active
LN52567,BPM103822,2023-09-12,2024-06-08,Working Capital,75000,16.35,9,8911,87262.5,0.0,Paid
LN95925,BPM103827,2023-09-28,2025-03-21,Equipment Purchase,155000,15.87,18,9733,179598.5,0.0,Paid
LN81106,BPM103828,2025-03-06,,Inventory Financing,399000,17.71,12,36525,219150.0,250512.9,Active
LN94962,BPM103831,2024-08-22,,Equipment Purchase,142000,15.78,12,12869,77214.0,87193.6,Active
LN28956,BPM103833,2024-01-02,,Short Term Cash Flow,69000,18.92,6,12143,36429.0,45625.8,Active
LN51154,BPM103834,2023-09-22,2023-12-21,Short Term Cash Flow,69000,18.74,3,23722,81930.6,0.0,Paid
LN15492,BPM103834,2023-04-23,2023-07-22,Equipment Purchase,272000,20.1,3,93721,326672.0,0.0,Paid
LN69701,BPM103834,2024-01-28,,Equipment Purchase,95000,20.32,6,16785,50355.0,63949.0,Active
LN42085,BPM103836,2023-02-16,,Working Capital,83000,18.23,3,28511,28511.0,69619.9,Active
LN52940,BPM103842,2023-07-31,,Short Term Cash Flow,27000,16.15,12,2452,14712.0,16648.5,Active
LN75130,BPM103843,2023-07-22,,Business Expansion,859000,18.57,3,295241,295241.0,723275.3,Active
LN28380,BPM103847,2023-02-18,,Working Capital,97000,17.61,12,8875,53250.0,60831.7,Active
LN64770,BPM103850,2024-06-17,2024-09-15,Business Expansion,289000,18.63,3,99340,342840.7,0.0,Paid
LN37428,BPM103850,2023-08-04,2025-01-25,Short Term Cash Flow,66000,15.84,18,4144,76454.4,0.0,Paid
LN16314,BPM103850,2024-02-18,2025-02-12,Short Term Cash Flow,76000,17.14,12,6937,89026.4,0.0,Paid
LN21927,BPM103850,2024-02-24,,Inventory Financing,222000,22.69,3,76816,76816.0,195555.8,Active
LN27793,BPM103853,2024-06-20,2025-03-17,Equipment Purchase,258000,19.91,9,31097,309367.8,0.0,Paid
LN75878,BPM103853,2023-06-19,,Inventory Financing,159000,18.95,3,54683,54683.0,134447.5,Default
LN12668,BPM103861,2023-04-04,,Short Term Cash Flow,40000,15.72,18,2509,22581.0,23707.0,Active
LN84684,BPM103863,2024-11-18,2025-01-17,Inventory Financing,142000,20.23,3,48938,48938.0,121788.6,Default
LN70762,BPM103868,2025-02-10,,Working Capital,175000,18.17,9,20946,83784.0,123013.5,Active
LN40190,BPM103874,2025-03-19,2025-06-17,Short Term Cash Flow,80000,23.91,3,27736,99128.0,0.0,Paid
LN63577,BPM103874,2023-07-12,,Working Capital,147000,18.35,9,17607,70428.0,103546.5,Active
LN20409,BPM103881,2024-05-03,,Inventory Financing,456000,16.23,12,41423,248538.0,281470.8,Active
LN33983,BPM103885,2025-03-29,2025-08-26,Business Expansion,179000,15.32,18,11194,100746.0,105676.8,Default
LN42127,BPM103885,2024-06-02,2024-09-30,Short Term Cash Flow,74000,18.07,9,8854,35416.0,51955.8,Default
LN15763,BPM103885,2023-03-28,,Working Capital,81000,18.94,9,9725,38900.0,57441.4,Active
LN24692,BPM103886,2022-11-14,2024-05-07,Equipment Purchase,216000,14.17,18,13391,246607.2,0.0,Paid
LN50397,BPM103888,2024-03-10,2024-10-06,Short Term Cash Flow,41000,16.11,9,4867,19468.0,28137.1,Default
LN57579,BPM103888,2023-11-26,2025-05-19,Equipment Purchase,145000,14.93,18,9041,166648.5,0.0,Paid
LN96778,BPM103888,2024-01-24,2024-10-20,Business Expansion,727000,16.41,9,86401,846300.7,0.0,Paid
LN62569,BPM103888,2023-07-25,,Business Expansion,612000,14.82,18,38128,343152.0,359546.4,Active
LN92661,BPM103890,2023-03-06,,Equipment Purchase,292000,19.47,9,35133,140532.0,208320.4,Active
LN86991,BPM103894,2022-10-15,2023-10-10,Equipment Purchase,258000,16.35,12,23451,300183.0,0.0,Paid
LN23791,BPM103894,2022-10-20,,Equipment Purchase,294000,19.22,3,101156,101156.0,249350.8,Active
LN36179,BPM103895,2023-06-29,,Equipment Purchase,137000,15.82,9,16243,64972.0,93701.4,Active
LN22754,BPM103896,2024-02-07,2025-07-31,Short Term Cash Flow,68000,14.84,18,4237,78091.2,0.0,Paid
LN71519,BPM103896,2024-12-06,2026-05-30,Short Term Cash Flow,66000,15.8,18,4142,76428.0,0.0,Paid
LN58444,BPM103896,2024-04-16,2024-10-13,Inventory Financing,413000,20.1,6,72925,496013.0,0.0,Paid
LN68314,BPM103896,2024-06-11,2025-06-06,Short Term Cash Flow,57000,15.88,12,5168,66051.6,0.0,Paid
LN81820,BPM103896,2024-01-06,,Business Expansion,349000,22.11,3,120646,120646.0,305517.9,Active
LN90368,BPM103898,2025-03-20,2025-09-16,Short Term Cash Flow,33000,19.69,6,5820,39497.7,0.0,Paid
LN31555,BPM103898,2023-07-16,2024-07-10,Equipment Purchase,126000,16.87,12,11484,147256.2,0.0,Paid
LN93159,BPM103898,2024-07-06,2025-12-28,Working Capital,142000,15.78,18,8911,164407.6,0.0,Paid
LN44393,BPM103898,2024-02-01,,Business Expansion,663000,14.82,18,41305,371745.0,389511.6,Default
LN40785,BPM103902,2023-12-29,2025-06-21,Working Capital,173000,14.1,18,10719,197393.0,0.0,Paid
LN80732,BPM103903,2025-04-12,2026-04-07,Inventory Financing,331000,14.59,12,29812,379292.9,0.0,Paid
LN20835,BPM103904,2025-02-19,,Working Capital,100000,15.44,9,11838,47352.0,68088.0,Active
LN88193,BPM103907,2023-11-28,2024-05-26,Short Term Cash Flow,48000,16.34,6,8386,55843.2,0.0,Paid
LN30033,BPM103907,2024-09-12,2026-03-06,Short Term Cash Flow,32000,14.28,18,1985,36569.6,0.0,Paid
LN29020,BPM103907,2024-05-27,,Short Term Cash Flow,32000,14.95,12,2888,17328.0,19456.0,Active
LN91120,BPM103909,2023-04-01,2023-06-30,Working Capital,153000,23.1,3,52976,188343.0,0.0,Paid
LN38428,BPM103909,2023-04-01,2023-12-27,Short Term Cash Flow,49000,18.35,9,5869,57991.5,0.0,Paid
LN69696,BPM103909,2022-09-29,,Business Expansion,606000,15.94,9,71884,287536.0,415060.4,Active
LN66208,BPM103910,2024-03-22,2025-09-13,Business Expansion,351000,14.42,18,21801,401614.2,0.0,Paid
LN49521,BPM103910,2024-11-29,2025-05-28,Equipment Purchase,148000,16.42,6,25861,172301.6,0.0,Paid
LN28394,BPM103910,2023-11-20,2024-11-14,Inventory Financing,419000,17.63,12,38340,492869.7,0.0,Paid
LN35067,BPM103911,2023-09-19,2025-03-12,Business Expansion,256000,13.6,18,15802,290816.0,0.0,Paid
LN63073,BPM103912,2024-09-25,2025-06-22,Business Expansion,417000,18.05,9,49887,492268.5,0.0,Paid
LN31983,BPM103912,2024-10-12,,Inventory Financing,482000,15.97,12,43725,262350.0,296625.4,Active
LN17295,BPM103917,2025-01-06,2026-01-01,Short Term Cash Flow,87000,14.84,12,7846,99910.8,0.0,Paid
LN28723,BPM103919,2024-08-25,,Business Expansion,619000,14.81,18,38561,347049.0,363624.9,Active
LN95161,BPM103920,2023-08-22,2024-08-16,Inventory Financing,344000,17.31,12,31425,403546.4,0.0,Paid
LN20635,BPM103920,2023-12-07,2024-09-02,Inventory Financing,257000,15.27,9,30403,296243.9,0.0,Paid
LN83813,BPM103920,2023-01-20,2023-10-17,Equipment Purchase,154000,15.82,9,18259,178362.8,0.0,Paid
LN84133,BPM103920,2022-11-02,2023-01-31,Short Term Cash Flow,99000,22.21,3,34229,120987.9,0.0,Paid
LN11775,BPM103920,2023-10-01,,Inventory Financing,362000,15.2,9,42812,171248.0,245776.0,Active
LN15230,BPM103921,2024-03-20,2024-12-15,Short Term Cash Flow,52000,17.85,9,6216,61282.0,0.0,Paid
LN59270,BPM103921,2024-05-21,2024-08-19,Working Capital,37000,21.97,3,12788,45128.9,0.0,Paid
LN62058,BPM103921,2022-10-29,,Equipment Purchase,173000,20.28,6,30563,91689.0,116395.4,Active
LN59853,BPM103922,2023-08-21,2023-11-19,Business Expansion,815000,19.48,3,280534,973762.0,0.0,Paid
LN90154,BPM103922,2024-07-27,,Working Capital,149000,19.47,9,17927,71708.0,106302.3,Active
LN68590,BPM103924,2025-02-25,,Business Expansion,228000,15.26,18,14252,128268.0,134524.8,Active
LN34592,BPM103926,2023-07-10,2024-12-31,Inventory Financing,336000,15.64,18,21063,388550.4,0.0,Paid
LN67711,BPM103927,2024-08-28,,Working Capital,51000,23.14,3,17660,17660.0,45141.4,Active
LN27907,BPM103932,2025-04-08,2025-10-05,Working Capital,195000,18.03,6,34230,230158.5,0.0,Paid
LN14233,BPM103932,2023-12-06,2024-03-05,Working Capital,74000,19.57,3,25476,88481.8,0.0,Paid
LN84026,BPM103937,2024-03-29,2025-09-20,Equipment Purchase,220000,15.32,18,13758,253704.0,0.0,Paid
LN54894,BPM103939,2025-04-19,,Working Capital,193000,14.09,18,11958,107622.0,112571.7,Active
LN72161,BPM103940,2024-11-26,2025-02-24,Business Expansion,249000,15.57,9,29492,117968.0,169801.3,Default
LN24614,BPM103940,2023-11-23,2024-05-21,Business Expansion,304000,21.33,6,53865,368843.2,0.0,Paid
LN17329,BPM103940,2024-01-16,2024-10-12,Equipment Purchase,167000,16.69,9,19870,194872.3,0.0,Paid
LN39984,BPM103940,2023-12-22,,Business Expansion,228000,18.35,3,78336,78336.0,191502.0,Active
LN53799,BPM103941,2024-10-12,2026-04-05,Working Capital,89000,15.15,18,5559,102483.5,0.0,Paid
LN94480,BPM103943,2023-12-16,2024-09-11,Short Term Cash Flow,35000,19.45,9,4211,41807.5,0.0,Paid
LN97722,BPM103949,2024-11-15,,Short Term Cash Flow,30000,15.56,18,1879,16911.0,17757.0,Active
LN67457,BPM103950,2024-06-24,,Working Capital,41000,19.43,9,4932,19728.0,29238.3,Active
LN91102,BPM103955,2024-11-16,2025-02-14,Working Capital,117000,23.31,3,40525,144272.7,0.0,Paid
LN10819,BPM103955,2023-11-23,2024-02-21,Business Expansion,957000,23.93,3,331807,1186010.1,0.0,Paid
LN35343,BPM103955,2024-09-07,,Inventory Financing,231000,15.46,18,14461,130149.0,136563.6,Active
LN50178,BPM103957,2024-08-29,,Short Term Cash Flow,88000,17.22,12,8035,48210.0,54943.6,Active
LN52126,BPM103962,2024-06-12,,Inventory Financing,241000,17.87,9,28811,115244.0,168822.7,Active
LN84556,BPM103966,2023-06-12,2024-12-03,Equipment Purchase,92000,13.64,18,5681,104548.8,0.0,Paid
LN44085,BPM103966,2023-01-19,,Business Expansion,769000,21.07,3,265387,265387.0,665641.3,Active
LN85317,BPM103967,2024-10-10,,Business Expansion,387000,15.47,18,24229,218061.0,228807.9,Active
LN47172,BPM103968,2024-08-03,2024-11-01,Equipment Purchase,241000,22.75,3,83398,295827.5,0.0,Paid
LN60706,BPM103970,2023-01-15,,Short Term Cash Flow,30000,17.04,6,5251,15753.0,19359.0,Active
LN43733,BPM103972,2024-09-09,,Working Capital,114000,19.25,9,13704,54816.0,81129.0,Active
LN28286,BPM103976,2024-02-02,,Working Capital,150000,18.76,6,26386,79158.0,98982.0,Active
LN11392,BPM103979,2024-05-10,2025-02-04,Working Capital,88000,15.33,9,10413,101490.4,0.0,Paid
LN75287,BPM103979,2024-07-19,2025-07-14,Business Expansion,494000,15.14,12,44620,568791.6,0.0,Paid
LN20008,BPM103979,2024-06-04,,Equipment Purchase,228000,15.62,9,27011,108044.0,155569.6,Active
LN27784,BPM103981,2023-12-23,2024-12-17,Short Term Cash Flow,64000,16.41,12,5819,74502.4,0.0,Paid
LN84017,BPM103981,2023-09-03,,Short Term Cash Flow,67000,18.41,3,23022,23022.0,56312.7,Active
LN98678,BPM103982,2025-04-19,,Working Capital,137000,17.5,9,16354,65416.0,95559.0,Default
LN28287,BPM103985,2025-03-12,2025-06-10,Short Term Cash Flow,67000,16.92,9,7979,31916.0,46420.4,Default
LN47329,BPM103985,2024-11-14,2025-11-09,Business Expansion,227000,14.51,12,20436,259937.7,0.0,Paid
LN82889,BPM103985,2023-07-08,2024-01-04,Short Term Cash Flow,65000,20.17,6,11480,78110.5,0.0,Paid
LN28439,BPM103985,2023-05-25,,Short Term Cash Flow,62000,13.79,18,3833,34497.0,36052.8,Active
LN97533,BPM103986,2023-09-19,,Inventory Financing,220000,14.5,18,13673,123057.0,128843.0,Active
LN76908,BPM103987,2024-11-27,2025-05-26,Equipment Purchase,227000,19.04,6,39962,270220.8,0.0,Paid
LN86998,BPM103987,2024-07-16,,Inventory Financing,499000,14.79,12,44989,269934.0,302868.1,Active
LN22169,BPM103989,2024-09-03,2025-05-31,Inventory Financing,98000,16.97,9,11673,114630.6,0.0,Paid
LN91964,BPM103989,2024-12-25,,Inventory Financing,414000,14.49,18,25728,231552.0,242436.6,Default
LN55617,BPM103994,2025-02-26,2026-08-20,Short Term Cash Flow,59000,13.03,18,3626,66687.7,0.0,Paid
LN45257,BPM103995,2024-12-23,2025-12-18,Business Expansion,656000,17.18,12,59886,768700.8,0.0,Paid
