merchant_id,business_name,business_category,subcategory,state,district,city,tier,pin_code,onboarding_date,acquisition_channel,device_type,active_status,last_transaction_date,qr_displayed,soundbox_adopted,swipe_machine,loans_taken,current_loan_status,monthly_transaction_count,monthly_transaction_value,avg_ticket_size
BPM104190,Nagarajan Store,Services,Laundry,Tamil Nadu,Trichy,Trichy,Tier 3,617103,2024-03-22,Referral,Android High-End,Active,2025-05-18,Yes,No,Yes,0,No Loan,48,54150,1128.12
BPM104191,Omisha Junction,Wholesale,Electronics Wholesale,Tamil Nadu,Chennai,Chennai,Tier 2,612098,2023-04-30,App Store Download,Android Low-End,Active,2025-05-05,Yes,No,Yes,0,No Loan,149,432734,2904.26
BPM104192,Waida Mart,Retail,Clothing,Punjab,Bathinda,Bathinda,Tier 3,143908,2022-10-30,Digital Marketing,Android Low-End,Active,2025-04-28,Yes,No,No,0,No Loan,308,71094,230.82
BPM104193,Bimala Dukan,Wholesale,Electronics Wholesale,Punjab,Patiala,Patiala,Tier 3,162166,2022-12-16,Referral,Android Mid-Range,Active,2025-05-10,Yes,No,No,0,No Loan,127,277072,2181.67
BPM104194,Kulkarni Center,Services,Printing Services,Maharashtra,Aurangabad,Aurangabad,Tier 3,409859,2023-06-26,Digital Marketing,Android Low-End,Active,2025-05-14,Yes,No,No,0,No Loan,147,27346,186.03
BPM104195,Pranit Point,Food & Beverage,Tea Stall,Tamil Nadu,Chennai,Chennai,Tier 1,633076,2023-11-04,Field Sales,Android Low-End,Active,2025-05-15,Yes,Yes,Yes,0,No Loan,837,271228,324.05
BPM104196,Ghosh Mart,Food & Beverage,Tea Stall,Rajasthan,Jodhpur,Jodhpur,Tier 2,330402,2023-10-24,App Store Download,Android Low-End,Dormant,2025-04-13,Yes,No,No,0,No Loan,593,103107,173.87
BPM104197,Boase Point,Wholesale,Electronics Wholesale,Karnataka,Mangalore,Mangalore,Tier 3,570600,2022-08-26,Field Sales,Android Mid-Range,Dormant,2025-03-16,Yes,No,No,0,No Loan,118,298106,2526.32
BPM104198,Swaminathan Point,Food & Beverage,Juice Center,Uttar Pradesh,Meerut,Meerut,Tier 3,259922,2023-02-24,Referral,Android High-End,Active,2025-05-19,Yes,Yes,Yes,3,Active,524,95964,183.14
BPM104199,Bhagat & Sons,Food & Beverage,Fast Food,Rajasthan,Udaipur,Udaipur,Tier 1,324634,2022-11-12,Field Sales,Android Low-End,Active,2025-05-16,No,Yes,No,0,No Loan,668,160345,240.04
BPM104200,Suresh & Sons,Services,Printing Services,Delhi,South Delhi,South Delhi,Tier 3,110006,2022-10-25,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,No,Yes,0,No Loan,73,67896,930.08
BPM104201,Raksha Dukan,Food & Beverage,Bakery,Delhi,New Delhi,New Delhi,Tier 2,110064,2023-02-18,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,0,No Loan,716,221974,310.02
BPM104202,Shivansh Emporium,Retail,Hardware,West Bengal,Durgapur,Durgapur,Tier 2,720880,2023-06-15,Field Sales,Android Mid-Range,Active,2025-04-27,Yes,Yes,No,4,Active,430,146123,339.82
BPM104203,Bumb Point,Services,Printing Services,Tamil Nadu,Trichy,Trichy,Tier 3,626548,2022-10-03,Referral,Android High-End,Active,2025-05-06,Yes,Yes,No,0,No Loan,103,56245,546.07
BPM104204,Choudhary Emporium,Food & Beverage,Bakery,Gujarat,Surat,Surat,Tier 2,385423,2022-10-13,Field Sales,Android Low-End,Active,2025-05-09,Yes,Yes,No,1,Active,870,171337,196.94
BPM104205,Gaba Emporium,Wholesale,Stationery Wholesale,Rajasthan,Ajmer,Ajmer,Tier 1,315348,2023-01-25,Field Sales,Android Low-End,Active,2025-04-21,Yes,No,No,1,Paid,159,584572,3676.55
BPM104206,Arin Mart,Services,Mobile Repair,Karnataka,Bangalore Urban,Bangalore Urban,Tier 3,561225,2023-12-04,Referral,Android High-End,Active,2025-05-17,Yes,Yes,No,0,No Loan,320,48478,151.49
BPM104207,Malhotra Dukaan,Wholesale,Textile Wholesale,Gujarat,Vadodara,Vadodara,Tier 2,390821,2023-04-17,Field Sales,Android Mid-Range,Active,2025-05-03,Yes,Yes,No,2,Paid,87,309694,3559.7
BPM104208,Dakshesh Store,Retail,Grocery,Maharashtra,Mumbai City,Mumbai City,Tier 1,404309,2022-09-23,Digital Marketing,Android Mid-Range,Active,2025-05-13,Yes,No,No,0,No Loan,1019,199543,195.82
BPM104209,Golden Junction,Wholesale,Grocery Wholesale,Rajasthan,Ajmer,Ajmer,Tier 1,334643,2023-11-17,Field Sales,Android Mid-Range,Active,2025-05-07,Yes,No,Yes,4,Active,108,392322,3632.61
BPM104210,Dayal Shop,Food & Beverage,Juice Center,Maharashtra,Nagpur,Nagpur,Tier 2,443341,2023-01-31,Field Sales,Android Mid-Range,Active,2025-05-03,Yes,No,Yes,1,Active,666,164591,247.13
BPM104211,Memon Emporium,Services,Mobile Repair,West Bengal,Howrah,Howrah,Tier 1,737956,2023-03-09,Field Sales,Android Mid-Range,Active,2025-05-08,Yes,No,No,2,Default,652,91451,140.26
BPM104212,Tamanna Point,Retail,Hardware,West Bengal,Asansol,Asansol,Tier 3,705615,2023-04-09,Referral,Android Low-End,Active,2025-05-06,Yes,No,Yes,0,No Loan,391,122907,314.34
BPM104213,Chana Shop,Food & Beverage,Bakery,Karnataka,Belgaum,Belgaum,Tier 2,583629,2022-10-27,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,0,No Loan,855,177031,207.05
BPM104214,Bhavani Traders,Food & Beverage,Bakery,Karnataka,Mysore,Mysore,Tier 3,578644,2022-09-22,Field Sales,Android High-End,Active,2025-04-28,No,No,Yes,0,No Loan,1017,139635,137.3
BPM104215,Abhiram Store,Services,Laundry,Delhi,East Delhi,East Delhi,Tier 1,110075,2022-06-21,Digital Marketing,Android Low-End,Active,2025-05-03,Yes,Yes,No,1,Paid,295,47288,160.3
BPM104216,Rishi Dukan,Food & Beverage,Juice Center,Uttar Pradesh,Varanasi,Varanasi,Tier 3,230111,2022-06-12,Field Sales,Android Mid-Range,Active,2025-05-14,Yes,Yes,Yes,2,Paid,501,129066,257.62
BPM104217,Inaya Point,Wholesale,Grocery Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,272588,2023-07-02,Referral,Android Low-End,Active,2025-05-10,Yes,No,Yes,3,Active,85,235136,2766.31
BPM104218,Pai Point,Retail,Stationery,Tamil Nadu,Chennai,Chennai,Tier 1,632597,2023-01-05,Referral,iPhone,Active,2025-04-26,No,No,No,1,Active,486,115798,238.27
BPM104219,Ram & Co.,Wholesale,Grocery Wholesale,West Bengal,Siliguri,Siliguri,Tier 3,712390,2022-05-23,Merchant Event,Android Low-End,Active,2025-05-18,No,Yes,Yes,4,Default,93,279530,3005.7
BPM104220,De Traders,Food & Beverage,Tea Stall,Karnataka,Hubli,Hubli,Tier 1,561189,2024-03-31,Merchant Event,Android Low-End,Active,2025-04-28,Yes,Yes,No,1,Paid,1424,291732,204.87
BPM104221,Borde Mart,Wholesale,Textile Wholesale,Uttar Pradesh,Kanpur,Kanpur,Tier 2,230621,2023-07-06,Field Sales,Android Low-End,Active,2025-05-04,Yes,Yes,Yes,2,Active,66,341142,5168.82
BPM104222,Bal Point,Retail,General Store,Karnataka,Belgaum,Belgaum,Tier 3,582108,2022-12-28,App Store Download,Android Low-End,Churned,2024-12-20,Yes,Yes,No,0,No Loan,401,77442,193.12
BPM104223,Subramaniam Industries,Wholesale,Stationery Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,213908,2024-02-16,Field Sales,Android Low-End,Active,2025-04-23,Yes,Yes,No,0,No Loan,63,187029,2968.71
BPM104224,Talwar Shop,Retail,Grocery,Karnataka,Belgaum,Belgaum,Tier 3,583149,2023-06-22,Digital Marketing,Android Low-End,Active,2025-04-21,Yes,No,Yes,1,Active,202,89199,441.58
BPM104225,Bhasin Traders,Retail,Mobile Shop,West Bengal,Howrah,Howrah,Tier 1,732876,2023-02-07,Field Sales,Android Low-End,Active,2025-04-29,Yes,Yes,Yes,0,No Loan,669,145758,217.87
BPM104226,Ojas Mart,Wholesale,Stationery Wholesale,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,627278,2022-07-25,Field Sales,Android Mid-Range,Dormant,2025-03-09,Yes,No,Yes,0,No Loan,83,344219,4147.22
BPM104227,Chada Traders,Food & Beverage,Fast Food,Punjab,Amritsar,Amritsar,Tier 3,156178,2023-01-24,Merchant Event,Android High-End,Active,2025-05-16,Yes,Yes,Yes,1,Active,434,108727,250.52
BPM104228,De Dukan,Services,Salon,Rajasthan,Jaipur,Jaipur,Tier 2,334438,2023-02-15,Referral,Android High-End,Active,2025-05-15,Yes,Yes,Yes,1,Active,185,89895,485.92
BPM104229,Amble Store,Wholesale,Textile Wholesale,Karnataka,Mangalore,Mangalore,Tier 1,572698,2022-11-16,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,1,Active,84,336757,4009.01
BPM104230,Tristan Traders,Services,Electronics Repair,Delhi,West Delhi,West Delhi,Tier 2,110038,2023-03-31,Referral,Android Mid-Range,Active,2025-05-02,Yes,No,No,3,Default,256,88395,345.29
BPM104231,Dhruv Store,Food & Beverage,Juice Center,Gujarat,Ahmedabad,Ahmedabad,Tier 3,368118,2023-08-22,Field Sales,Android High-End,Active,2025-05-08,Yes,No,No,0,No Loan,1053,53048,50.38
BPM104232,Krishnamurthy Enterprise,Wholesale,Textile Wholesale,Maharashtra,Mumbai City,Mumbai City,Tier 2,434554,2023-01-23,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,0,No Loan,189,479190,2535.4
BPM104233,Triya Emporium,Food & Beverage,Restaurant,Karnataka,Belgaum,Belgaum,Tier 2,564421,2022-07-29,Referral,Android High-End,Active,2025-04-23,Yes,Yes,Yes,0,No Loan,732,214269,292.72
BPM104234,Choudhry Enterprise,Wholesale,Stationery Wholesale,Tamil Nadu,Chennai,Chennai,Tier 1,630284,2022-10-06,Merchant Event,Android Low-End,Active,2025-04-29,Yes,Yes,No,1,Active,106,402857,3800.54
BPM104235,Karpe Center,Food & Beverage,Juice Center,Uttar Pradesh,Lucknow,Lucknow,Tier 2,224587,2024-04-24,App Store Download,Android Mid-Range,Active,2025-05-11,Yes,Yes,No,0,No Loan,398,150851,379.02
BPM104236,Basak Emporium,Services,Salon,Rajasthan,Jodhpur,Jodhpur,Tier 3,317906,2022-07-13,Field Sales,Android Mid-Range,Active,2025-04-26,Yes,Yes,No,0,No Loan,291,54692,187.95
BPM104237,Varughese Traders,Food & Beverage,Bakery,West Bengal,Howrah,Howrah,Tier 3,712538,2023-03-18,Referral,Android High-End,Active,2025-05-19,Yes,Yes,Yes,0,No Loan,496,123259,248.51
BPM104238,Gunbir Traders,Wholesale,Grocery Wholesale,Uttar Pradesh,Lucknow,Lucknow,Tier 2,249389,2023-01-17,Referral,Android Low-End,Active,2025-05-15,Yes,Yes,Yes,1,Paid,133,513793,3863.11
BPM104239,Balasubramanian Traders,Services,Laundry,Tamil Nadu,Chennai,Chennai,Tier 1,632960,2023-06-26,Field Sales,Android Mid-Range,Dormant,2025-03-27,Yes,No,Yes,0,No Loan,411,133920,325.84
BPM104240,Oommen Emporium,Food & Beverage,Restaurant,Punjab,Amritsar,Amritsar,Tier 3,151882,2023-02-19,Field Sales,Android Low-End,Active,2025-05-15,Yes,No,Yes,0,No Loan,515,90748,176.21
BPM104241,Basak Mart,Services,Printing Services,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,628578,2023-01-21,Referral,Android Mid-Range,Active,2025-05-16,Yes,No,Yes,0,No Loan,302,83918,277.87
BPM104242,Nilima Mart,Retail,Mobile Shop,Karnataka,Belgaum,Belgaum,Tier 1,580476,2023-10-05,App Store Download,Android Low-End,Active,2025-04-24,Yes,Yes,Yes,4,Active,721,104520,144.97
BPM104243,Shere Shop,Retail,Clothing,West Bengal,Siliguri,Siliguri,Tier 2,719355,2023-06-18,Field Sales,Android Low-End,Active,2025-05-11,Yes,No,No,2,Active,586,168842,288.13
BPM104244,Batta Center,Retail,Stationery,Rajasthan,Udaipur,Udaipur,Tier 2,323431,2023-02-13,Merchant Event,Android Low-End,Active,2025-04-23,Yes,Yes,No,0,No Loan,366,100270,273.96
BPM104245,Swamy Dukan,Services,Electronics Repair,Delhi,Central Delhi,Central Delhi,Tier 3,110093,2023-03-21,Field Sales,Android Mid-Range,Active,2025-05-06,Yes,Yes,No,0,No Loan,244,55752,228.49
BPM104246,Pooja Traders,Food & Beverage,Sweet Shop,Karnataka,Hubli,Hubli,Tier 2,570170,2024-01-08,Field Sales,Android Mid-Range,Active,2025-05-17,Yes,No,Yes,0,No Loan,1120,208999,186.61
BPM104247,Zehaan Emporium,Wholesale,Textile Wholesale,Rajasthan,Jaipur,Jaipur,Tier 2,305953,2023-03-08,Partner Bank,Android Mid-Range,Dormant,2025-03-28,Yes,No,Yes,0,No Loan,86,403923,4696.78
BPM104248,Ahluwalia Dukaan,Retail,General Store,Punjab,Jalandhar,Jalandhar,Tier 3,143116,2023-10-24,Field Sales,Android Low-End,Active,2025-04-29,Yes,Yes,Yes,1,Paid,392,156903,400.26
BPM104249,Sarkar Junction,Retail,Grocery,West Bengal,Howrah,Howrah,Tier 2,714524,2023-11-01,Field Sales,Android Low-End,Active,2025-05-14,Yes,No,No,2,Active,384,80009,208.36
BPM104250,Meera Shop,Wholesale,Stationery Wholesale,Rajasthan,Jaipur,Jaipur,Tier 2,321666,2022-10-09,Field Sales,iPhone,Active,2025-05-13,Yes,Yes,Yes,1,Active,120,668548,5571.23
BPM104251,Ira Junction,Wholesale,Electronics Wholesale,West Bengal,Asansol,Asansol,Tier 1,726531,2022-10-05,Referral,iPhone,Active,2025-04-25,Yes,Yes,No,2,Active,126,841924,6681.94
BPM104252,Rau & Co.,Services,Tailor,West Bengal,Kolkata,Kolkata,Tier 1,736689,2023-05-12,Field Sales,Android Mid-Range,Active,2025-04-19,Yes,Yes,No,0,No Loan,220,116023,527.38
BPM104253,Bakshi Store,Retail,Hardware,Maharashtra,Nagpur,Nagpur,Tier 2,414057,2023-11-19,Field Sales,Android High-End,Active,2025-05-09,Yes,Yes,No,1,Active,839,112131,133.65
BPM104254,Dada Mart,Food & Beverage,Tea Stall,Rajasthan,Jaipur,Jaipur,Tier 3,328976,2022-11-14,Merchant Event,Android Mid-Range,Dormant,2025-04-13,Yes,No,No,0,No Loan,499,72902,146.1
BPM104255,Chandresh Enterprise,Services,Printing Services,Gujarat,Surat,Surat,Tier 2,362764,2023-06-11,App Store Download,Android Low-End,Active,2025-05-07,Yes,Yes,No,0,No Loan,155,84336,544.1
BPM104256,Vedika Dukan,Retail,Grocery,Punjab,Jalandhar,Jalandhar,Tier 3,156312,2023-06-19,Field Sales,Android Low-End,Churned,2024-12-04,Yes,No,No,0,No Loan,269,123527,459.21
BPM104257,Zaid Junction,Wholesale,Electronics Wholesale,Tamil Nadu,Chennai,Chennai,Tier 1,619628,2022-06-18,Field Sales,iPhone,Dormant,2025-04-09,Yes,No,No,0,No Loan,243,662909,2728.02
BPM104258,Gera Emporium,Retail,Stationery,Punjab,Patiala,Patiala,Tier 3,143555,2023-07-14,App Store Download,Android Mid-Range,Active,2025-04-22,Yes,No,No,0,No Loan,266,95158,357.74
BPM104259,Kumer & Sons,Wholesale,Textile Wholesale,Delhi,West Delhi,West Delhi,Tier 2,110010,2022-11-21,Field Sales,Android Low-End,Active,2025-05-16,Yes,Yes,No,0,No Loan,85,299496,3523.48
BPM104260,Barad Shop,Food & Beverage,Tea Stall,Delhi,South Delhi,South Delhi,Tier 2,110039,2023-03-13,Field Sales,Android High-End,Active,2025-04-21,Yes,No,Yes,5,Active,903,147815,163.69
BPM104261,Chameli Enterprise,Wholesale,Electronics Wholesale,Karnataka,Mysore,Mysore,Tier 3,582353,2022-07-16,Digital Marketing,Android Mid-Range,Active,2025-05-15,Yes,Yes,No,3,Active,67,197522,2948.09
BPM104262,Megha Point,Services,Travel Agency,West Bengal,Asansol,Asansol,Tier 3,723955,2022-11-25,Digital Marketing,Android Mid-Range,Active,2025-04-26,Yes,No,No,0,No Loan,63,49098,779.33
BPM104263,Waida Traders,Retail,Hardware,Delhi,South Delhi,South Delhi,Tier 3,110094,2023-02-20,Field Sales,Android Low-End,Active,2025-05-05,Yes,Yes,Yes,0,No Loan,361,53123,147.16
BPM104264,Issac Shop,Wholesale,Electronics Wholesale,Karnataka,Bangalore Urban,Bangalore Urban,Tier 3,578973,2023-04-13,Merchant Event,Android High-End,Dormant,2025-03-18,Yes,No,No,0,No Loan,72,258700,3593.06
BPM104265,Master Store,Services,Mobile Repair,Karnataka,Bangalore Urban,Bangalore Urban,Tier 3,578107,2022-12-22,Field Sales,Android Low-End,Active,2025-05-11,Yes,No,No,0,No Loan,228,70922,311.06
BPM104266,Chaudhary & Sons,Wholesale,Electronics Wholesale,Uttar Pradesh,Noida,Noida,Tier 2,201507,2023-02-05,Field Sales,Android Low-End,Active,2025-05-01,Yes,No,Yes,0,No Loan,94,484108,5150.09
BPM104267,Manthan Shop,Food & Beverage,Fast Food,Maharashtra,Mumbai City,Mumbai City,Tier 2,431861,2023-06-16,Digital Marketing,Android Low-End,Active,2025-04-24,Yes,Yes,Yes,0,No Loan,873,178108,204.02
BPM104268,Sundaram Emporium,Retail,Electronics,Uttar Pradesh,Kanpur,Kanpur,Tier 2,213717,2023-04-05,Field Sales,Android Low-End,Active,2025-04-23,Yes,Yes,No,1,Active,404,106430,263.44
BPM104269,Varsha Store,Retail,Clothing,Maharashtra,Nagpur,Nagpur,Tier 2,402354,2022-09-11,Referral,Android Low-End,Active,2025-05-09,Yes,No,No,0,No Loan,601,94815,157.76
BPM104270,Yuvraj Junction,Food & Beverage,Dhaba,Punjab,Patiala,Patiala,Tier 2,159804,2022-08-23,Field Sales,Android Low-End,Dormant,2025-04-05,Yes,No,No,0,No Loan,879,147294,167.57
BPM104271,Rajeshri Emporium,Food & Beverage,Tea Stall,Tamil Nadu,Chennai,Chennai,Tier 1,626652,2023-09-23,Referral,Android Low-End,Active,2025-04-23,No,No,Yes,0,No Loan,1168,160803,137.67
BPM104272,Comar Dukan,Wholesale,Grocery Wholesale,Karnataka,Belgaum,Belgaum,Tier 3,576599,2023-07-05,Field Sales,Android Mid-Range,Active,2025-04-20,Yes,No,No,0,No Loan,40,259123,6478.07
BPM104273,Sanaya Point,Wholesale,Grocery Wholesale,Maharashtra,Nashik,Nashik,Tier 2,419793,2023-05-18,Referral,Android Mid-Range,Active,2025-04-20,No,Yes,No,0,No Loan,144,379810,2637.57
BPM104274,Sibal Mart,Services,Laundry,West Bengal,Asansol,Asansol,Tier 3,727557,2023-03-03,Field Sales,Android Low-End,Active,2025-05-03,Yes,Yes,No,0,No Loan,288,23618,82.01
BPM104275,Chacko Traders,Services,Electronics Repair,Punjab,Bathinda,Bathinda,Tier 3,149819,2022-11-30,Referral,Android Low-End,Active,2025-05-06,Yes,No,No,0,No Loan,78,51456,659.69
BPM104276,Thaman Dukan,Services,Laundry,Rajasthan,Jaipur,Jaipur,Tier 2,329480,2022-11-01,App Store Download,Android Low-End,Active,2025-05-18,Yes,Yes,No,0,No Loan,294,88733,301.81
BPM104277,Din & Co.,Services,Tailor,Gujarat,Surat,Surat,Tier 2,376944,2023-06-21,Digital Marketing,Android High-End,Active,2025-05-04,Yes,No,Yes,0,No Loan,208,75387,362.44
BPM104278,Bains Mart,Retail,Medical Store,Tamil Nadu,Chennai,Chennai,Tier 1,623601,2022-10-19,Field Sales,Android Low-End,Active,2025-04-26,Yes,No,No,0,No Loan,958,193602,202.09
BPM104279,Balasubramanian Industries,Wholesale,Stationery Wholesale,Delhi,South Delhi,South Delhi,Tier 3,110089,2023-04-10,Merchant Event,Android Mid-Range,Active,2025-04-30,Yes,No,No,0,No Loan,107,393302,3675.72
BPM104280,Rastogi Dukan,Food & Beverage,Bakery,Gujarat,Surat,Surat,Tier 2,372708,2023-06-16,Digital Marketing,Android Low-End,Active,2025-04-21,Yes,No,No,0,No Loan,815,83500,102.45
BPM104281,Modi Emporium,Services,Laundry,Maharashtra,Pune,Pune,Tier 1,429005,2022-09-16,App Store Download,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,1,Active,181,149274,824.72
BPM104282,Dyal Emporium,Services,Printing Services,Uttar Pradesh,Agra,Agra,Tier 3,208566,2023-01-21,Digital Marketing,Android High-End,Active,2025-05-02,Yes,No,Yes,1,Active,143,51604,360.87
BPM104283,Jai Point,Food & Beverage,Sweet Shop,Maharashtra,Pune,Pune,Tier 3,400697,2023-06-20,Field Sales,Android Mid-Range,Active,2025-04-26,Yes,No,Yes,0,No Loan,400,65097,162.74
BPM104284,Ria Center,Wholesale,Stationery Wholesale,Uttar Pradesh,Lucknow,Lucknow,Tier 2,218670,2023-02-11,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,2,Paid,62,304128,4905.29
BPM104285,Sarma Emporium,Wholesale,Electronics Wholesale,Rajasthan,Jodhpur,Jodhpur,Tier 1,310874,2022-07-11,Digital Marketing,Android High-End,Active,2025-05-05,Yes,Yes,No,1,Active,88,818153,9297.19
BPM104286,Chakradhar Junction,Services,Tailor,Maharashtra,Aurangabad,Aurangabad,Tier 3,441360,2023-12-28,Field Sales,Android Mid-Range,Active,2025-04-26,Yes,Yes,No,0,No Loan,284,66946,235.73
BPM104287,Nagarajan Enterprises,Wholesale,Electronics Wholesale,Maharashtra,Nagpur,Nagpur,Tier 2,414108,2023-03-07,App Store Download,Android Mid-Range,Active,2025-04-21,Yes,Yes,No,1,Paid,130,244676,1882.12
BPM104288,Chada Enterprise,Services,Tailor,Punjab,Amritsar,Amritsar,Tier 3,148353,2022-10-09,Field Sales,Android Mid-Range,Active,2025-05-18,Yes,Yes,No,0,No Loan,248,32567,131.32
BPM104289,Sampath Dukan,Services,Mobile Repair,Rajasthan,Jodhpur,Jodhpur,Tier 3,331374,2023-12-31,Referral,Android Mid-Range,Active,2025-04-24,Yes,Yes,No,0,No Loan,276,56084,203.2
BPM104290,Vansha Mart,Services,Printing Services,Punjab,Ludhiana,Ludhiana,Tier 1,163006,2022-08-25,Partner Bank,Android Low-End,Churned,2025-01-20,Yes,No,No,0,No Loan,150,91127,607.51
BPM104291,Bassi Junction,Retail,Hardware,Gujarat,Ahmedabad,Ahmedabad,Tier 1,382757,2023-06-13,Merchant Event,Android High-End,Active,2025-04-24,Yes,Yes,Yes,1,Active,567,189783,334.71
BPM104292,Karnik Mart,Wholesale,Electronics Wholesale,Gujarat,Surat,Surat,Tier 2,389089,2023-04-06,Digital Marketing,Android Low-End,Active,2025-04-28,Yes,No,Yes,1,Active,96,333424,3473.17
BPM104293,Peter Shop,Services,Mobile Repair,Delhi,North Delhi,North Delhi,Tier 2,110039,2022-11-20,Field Sales,Android High-End,Active,2025-05-17,Yes,Yes,No,0,No Loan,377,34826,92.38
BPM104294,Sanghvi & Sons,Wholesale,Electronics Wholesale,Gujarat,Surat,Surat,Tier 1,369231,2022-08-25,Field Sales,Android Mid-Range,Active,2025-04-20,Yes,Yes,Yes,1,Active,94,544814,5795.89
BPM104295,Dhruv Shop,Retail,Clothing,Rajasthan,Udaipur,Udaipur,Tier 1,319841,2023-09-27,Merchant Event,Android Mid-Range,Active,2025-05-14,Yes,Yes,Yes,0,No Loan,882,177864,201.66
BPM104296,Dass Center,Retail,Medical Store,Gujarat,Surat,Surat,Tier 2,394920,2023-01-11,Field Sales,Android Mid-Range,Active,2025-05-03,No,No,No,0,No Loan,557,90703,162.84
BPM104297,Walia Industries,Retail,General Store,Delhi,North Delhi,North Delhi,Tier 1,110010,2023-08-25,Referral,Android Mid-Range,Dormant,2025-04-12,Yes,No,No,0,No Loan,922,156897,170.17
BPM104298,Yachana Dukan,Wholesale,Electronics Wholesale,Gujarat,Ahmedabad,Ahmedabad,Tier 1,395611,2022-06-25,Referral,Android High-End,Active,2025-05-15,Yes,No,No,2,Active,203,654492,3224.1
BPM104299,Srinivasan Shop,Food & Beverage,Tea Stall,Punjab,Patiala,Patiala,Tier 1,140303,2023-09-26,Field Sales,Android Low-End,Active,2025-04-27,Yes,Yes,No,0,No Loan,904,187490,207.4
BPM104300,Matthew Traders,Food & Beverage,Sweet Shop,Rajasthan,Jodhpur,Jodhpur,Tier 3,307013,2023-10-29,Field Sales,Android High-End,Active,2025-04-30,Yes,No,Yes,0,No Loan,466,57653,123.72
BPM104301,Bains Industries,Food & Beverage,Fast Food,Karnataka,Belgaum,Belgaum,Tier 3,573045,2023-05-30,Field Sales,Android Low-End,Active,2025-05-08,Yes,Yes,Yes,0,No Loan,934,73075,78.24
BPM104302,Dev Traders,Wholesale,Stationery Wholesale,Rajasthan,Kota,Kota,Tier 3,300598,2022-11-27,Referral,Android Mid-Range,Active,2025-05-14,Yes,No,No,0,No Loan,92,522473,5679.05
BPM104303,Nihal Shop,Wholesale,Grocery Wholesale,Karnataka,Hubli,Hubli,Tier 3,571806,2023-01-15,Merchant Event,Android High-End,Active,2025-05-11,Yes,No,No,1,Active,46,246415,5356.85
BPM104304,Reddy Mart,Food & Beverage,Fast Food,West Bengal,Asansol,Asansol,Tier 3,727840,2023-04-10,App Store Download,Android Mid-Range,Active,2025-04-22,Yes,No,No,0,No Loan,462,138507,299.8
BPM104305,Kumar Junction,Retail,General Store,Punjab,Jalandhar,Jalandhar,Tier 3,142738,2023-02-18,Referral,Android High-End,Active,2025-04-23,Yes,Yes,No,0,No Loan,544,92797,170.58
BPM104306,Noah Emporium,Retail,Clothing,West Bengal,Kolkata,Kolkata,Tier 1,737694,2022-12-09,App Store Download,Android Mid-Range,Active,2025-05-18,Yes,No,No,0,No Loan,604,108529,179.68
BPM104307,Sanghvi Industries,Services,Mobile Repair,Rajasthan,Jaipur,Jaipur,Tier 2,333103,2023-10-24,Field Sales,Android Low-End,Active,2025-04-26,Yes,No,No,1,Active,302,61703,204.31
BPM104308,Balay Mart,Food & Beverage,Sweet Shop,Delhi,New Delhi,New Delhi,Tier 2,110092,2022-10-16,Field Sales,Android Mid-Range,Active,2025-05-03,Yes,No,Yes,0,No Loan,574,115521,201.26
BPM104309,Mann Industries,Services,Laundry,West Bengal,Asansol,Asansol,Tier 3,704936,2023-11-10,Referral,Android Low-End,Active,2025-05-03,Yes,Yes,Yes,0,No Loan,128,58032,453.38
BPM104310,Dev Enterprise,Food & Beverage,Juice Center,Gujarat,Rajkot,Rajkot,Tier 2,371361,2022-12-15,App Store Download,Android Low-End,Active,2025-05-12,Yes,Yes,Yes,0,No Loan,697,181233,260.02
BPM104311,Aarna Center,Services,Electronics Repair,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,605807,2023-04-16,Field Sales,Android Mid-Range,Active,2025-04-20,Yes,No,No,0,No Loan,67,35418,528.63
BPM104312,Chatterjee Emporium,Wholesale,Textile Wholesale,Gujarat,Vadodara,Vadodara,Tier 2,376129,2023-09-08,Field Sales,Android High-End,Active,2025-05-13,Yes,No,Yes,0,No Loan,236,355665,1507.06
BPM104313,Varughese Point,Wholesale,Grocery Wholesale,Rajasthan,Jaipur,Jaipur,Tier 2,328123,2022-10-10,App Store Download,Android Mid-Range,Active,2025-05-19,Yes,Yes,Yes,1,Paid,135,405276,3002.04
BPM104314,Kara Dukan,Retail,Medical Store,Tamil Nadu,Chennai,Chennai,Tier 2,616226,2022-11-06,Field Sales,iPhone,Dormant,2025-04-09,Yes,Yes,No,0,No Loan,445,112941,253.8
